household_key,Recency,Frequency,T,Gross_Sales,Net_Sales,avg_monetary,total_baskets,avg_basket_size,avg_transaction_value,distinct_stores,tenure_weeks,coupon_usage_rate,first_purchase_week,last_purchase_week,Cluster,predicted_purchases_6_months,predicted_clv_6_months
1321,0,123,64,1161.18,872.67,7.0377,124,6.1935,7.0377,1,64,0.0081,11,75,1,53.8718,484.7422
1322,8,14,64,256.99,205.5,13.7,15,6.5333,13.7,3,56,0.0,11,67,1,4.226,30.0352
1323,24,8,68,285.13,218.23,24.2478,9,16.8889,24.2478,5,44,0.0,7,51,2,3.8811,76.4394
1324,0,31,63,1203.47,858.82,26.8381,32,20.9688,26.8381,11,63,0.0,12,75,1,10.9885,306.876
1325,0,26,63,1399.03,1251.2,46.3407,27,19.0741,46.3407,3,63,0.0,12,75,1,9.5918,433.639
1326,0,245,63,5258.4,4291.08,17.4434,246,950.0081,17.4434,8,63,0.0163,12,75,0,100.6622,1942.1985
1327,16,8,58,477.17,351.06,39.0067,9,850.7778,39.0067,4,42,0.0,17,59,1,2.6235,109.4138
1328,4,41,66,948.62,795.49,18.9402,42,459.5238,18.9402,5,62,0.0,9,71,1,16.9077,296.7344
1329,0,21,68,1226.75,1000.57,45.4805,22,526.2273,45.4805,2,68,0.0,7,75,1,9.7435,388.4541
1330,0,65,69,1696.08,1330.11,20.1532,66,928.1212,20.1532,3,69,0.0152,6,75,1,25.9706,492.2328
1331,8,93,72,1579.76,1309.86,13.9347,94,7.5851,13.9347,1,64,0.0,3,67,1,24.4407,453.8733
1332,1,39,66,1514.26,1283.29,32.0823,40,374.975,32.0823,8,65,0.0,9,74,1,14.9879,400.432
1333,1,91,64,5032.27,4483.28,48.7313,92,18.9783,48.7313,8,63,0.1413,11,74,0,42.8831,2057.1948
1334,0,29,61,176.97,143.52,4.784,30,4.3333,4.784,3,61,0.0,14,75,1,8.4903,42.5225
1335,0,21,58,659.33,400.98,18.2264,22,15.9545,18.2264,1,58,0.2273,17,75,1,7.593,204.421
1336,0,88,68,4110.39,2488.25,27.9579,89,23.1685,27.9579,4,68,0.1573,7,75,1,40.0943,1039.8764
1337,0,154,59,8072.01,6002.81,38.7278,155,2805.929,38.7278,10,59,0.1935,16,75,0,71.6312,3525.5444
1338,0,58,67,539.26,418.58,7.0946,59,164.8305,7.0946,3,67,0.0,8,75,1,24.4405,235.9382
1339,2,1,67,79.07,77.69,38.845,2,12.5,38.845,2,65,0.0,8,73,1,0.5629,21.5192
1340,0,34,67,355.57,312.0,8.9143,35,4.2,8.9143,5,67,0.0,8,75,1,14.4902,122.5418
1341,5,10,68,377.93,196.04,17.8218,11,23.3636,17.8218,2,63,0.0,7,70,1,4.3612,71.5868
1342,4,4,67,35.09,27.1,5.42,5,2.4,5.42,3,63,0.0,8,71,1,2.6694,13.5717
1343,15,9,61,188.05,140.9,14.09,10,11.4,14.09,3,46,0.0,14,60,1,3.6755,64.1171
1344,2,20,62,1920.5,1439.53,68.549,21,33.4762,68.549,1,60,0.5238,13,73,1,7.15,519.2675
1345,4,45,74,1104.99,945.71,20.5589,46,9.5435,20.5589,6,70,0.0435,1,71,1,17.2231,375.5417
1346,2,50,61,623.37,529.07,10.3739,51,4.5098,10.3739,5,59,0.0392,14,73,1,23.2672,182.1865
1347,0,79,65,1621.22,1378.57,17.2321,80,641.5375,17.2321,2,65,0.0375,10,75,1,28.4405,384.7968
1348,8,16,62,227.31,206.73,12.1606,17,6.2353,12.1606,1,54,0.0,13,67,1,5.4579,113.4242
1349,0,167,68,4439.41,3317.26,19.7456,168,430.7262,19.7456,1,68,0.0655,7,75,0,101.3471,1914.144
1350,1,110,68,1550.7,1178.49,10.617,111,95.8739,10.617,8,67,0.0,7,74,1,44.9,392.761
1351,1,71,74,388.55,263.06,3.6536,72,2.9444,3.6536,4,73,0.0278,1,74,1,21.5474,112.5888
1352,0,94,58,3962.24,3581.79,37.7031,95,3991.6526,37.7031,4,58,0.0421,17,75,1,50.6093,2047.4058
1353,0,96,72,2848.13,2073.4,21.3753,97,183.9278,21.3753,9,72,0.0309,3,75,1,33.9181,837.7539
1354,0,53,64,1478.39,1177.61,21.8076,54,789.1667,21.8076,3,64,0.0926,11,75,1,20.4694,431.2448
1355,61,2,71,75.66,47.41,15.8033,3,8.0,15.8033,1,10,0.0,4,14,2,0.8196,11.96
1356,0,69,73,1804.29,1434.29,20.4899,70,12.1,20.4899,3,73,0.0286,2,75,1,18.9796,372.748
1357,1,64,66,2161.17,1365.16,21.0025,65,655.7385,21.0025,4,65,0.2462,9,74,1,27.0544,402.1428
1358,0,23,63,876.83,669.73,27.9054,24,226.5417,27.9054,4,63,0.0417,12,75,1,13.9161,379.8914
1359,1,60,66,763.19,634.62,10.4036,61,5.4262,10.4036,3,65,0.0164,9,74,1,25.9461,290.6681
1360,1,17,66,457.7,392.7,21.8167,18,12.3889,21.8167,1,65,0.0,9,74,1,6.2116,215.2294
1361,7,7,73,360.48,301.06,37.6325,8,20.0,37.6325,2,66,0.0,2,68,1,2.2527,86.6168
1362,0,41,59,918.74,855.61,20.3717,42,5.1905,20.3717,4,59,0.0,16,75,1,16.6442,189.1737
1363,0,35,64,2340.75,1925.18,53.4772,36,196.0278,53.4772,1,64,0.0833,11,75,1,13.5146,705.9384
1364,0,98,74,1647.19,1314.44,13.2772,99,6.6061,13.2772,3,74,0.1111,1,75,1,31.9265,840.8068
1365,19,8,70,103.65,59.58,6.62,9,6.6667,6.62,4,51,0.1111,5,56,1,3.5691,29.3412
1366,0,166,64,2350.71,1907.84,11.4242,167,82.6707,11.4242,10,64,0.0,11,75,1,47.6823,444.7761
1367,0,204,71,8033.3706,6441.01,31.4196,205,3303.6195,31.4196,6,71,0.0976,4,75,0,88.7601,3232.9335
1368,1,16,61,1509.14,1342.1,78.9471,17,601.1176,78.9471,6,60,0.0,14,74,1,6.321,414.5314
1369,1,97,72,1975.62,1703.39,17.3815,98,7.6939,17.3815,2,71,0.0102,3,74,1,37.7706,468.0081
1370,0,57,62,5821.23,4794.04,82.6559,58,43.3793,82.6559,4,62,0.0345,13,75,1,19.0795,1445.4988
1371,3,43,73,832.71,626.94,14.2486,44,417.0682,14.2486,7,70,0.0455,2,72,1,19.9766,291.2272
1372,6,20,72,977.07,803.18,38.2467,21,801.0,38.2467,6,66,0.0952,3,69,1,9.2654,221.918
1373,2,25,67,426.82,372.64,14.3323,26,505.3846,14.3323,4,65,0.0,8,73,1,11.754,126.3965
1374,1,80,64,2256.54,1907.03,23.5436,81,11.716,23.5436,5,63,0.0,11,74,1,24.0056,566.6416
1375,1,84,58,3093.46,2447.58,28.7951,85,160.6353,28.7951,6,57,0.0471,17,74,1,44.4469,1155.6942
1376,0,176,60,8075.88,6468.76,36.5467,177,4910.9096,36.5467,4,60,0.1525,15,75,0,82.699,3335.9097
1377,1,30,74,642.79,579.49,18.6932,31,9.0645,18.6932,3,73,0.0645,1,74,1,7.6459,105.4954
1378,0,92,69,4836.79,4140.01,44.5162,93,488.3871,44.5162,6,69,0.0645,6,75,0,34.4986,1835.9195
1379,0,348,63,8635.72,7110.94,20.3752,349,2323.9857,20.3752,3,63,0.0086,12,75,0,154.481,2341.2726
1380,6,18,73,282.02,248.81,13.0953,19,7.5789,13.0953,4,67,0.0,2,69,1,7.1651,141.4804
1381,2,37,58,101.92,72.22,1.9005,38,1.6842,1.9005,3,56,0.0263,17,73,1,17.1848,21.2679
1382,0,99,71,2824.73,2251.71,22.5171,100,10.52,22.5171,2,71,0.03,4,75,1,38.4279,658.4702
1383,0,88,62,820.83,735.41,8.263,89,3.3034,8.263,6,62,0.0,13,75,1,49.5519,454.479
1384,1,18,61,442.12,313.11,16.4795,19,133.1579,16.4795,2,60,0.0,14,74,1,9.8041,244.931
1385,1,85,66,4281.19,3349.55,38.9483,86,25.6977,38.9483,5,65,0.0349,9,74,1,18.8721,795.267
1386,14,6,59,103.06,101.96,14.5657,7,2077.2857,14.5657,3,45,0.0,16,61,1,2.4814,41.6048
1387,0,49,69,1421.2,1133.01,22.6602,50,12.04,22.6602,3,69,0.02,6,75,1,17.8657,406.6181
1388,0,124,72,5696.76,4955.85,39.6468,125,2853.472,39.6468,4,72,0.104,3,75,0,31.5411,967.4879
1389,0,22,58,1437.46,1307.93,56.8665,23,23.7391,56.8665,1,58,0.087,17,75,1,10.0496,505.5791
1390,0,142,72,3362.12,2315.66,16.1934,143,12.3357,16.1934,6,72,0.049,3,75,1,65.8256,787.3205
1391,0,120,71,5914.5,4477.69,37.0057,121,5161.157,37.0057,11,71,0.0826,4,75,0,35.3605,950.5011
1392,2,102,64,2145.1,1651.54,16.0344,103,948.3301,16.0344,8,62,0.1262,11,73,1,44.3213,785.7511
1393,0,131,66,3532.35,3069.39,23.253,132,10.0985,23.253,7,66,0.0455,9,75,1,42.9688,754.5444
1394,0,104,57,2945.28,2411.3599,22.9653,105,11.6762,22.9653,2,57,0.0762,18,75,1,41.4735,1031.6623
1395,3,19,63,534.74,456.33,22.8165,20,7.75,22.8165,5,60,0.1,12,72,1,10.5369,173.6267
1396,0,208,66,6528.1,4685.64,22.4193,209,492.4067,22.4193,4,66,0.1005,9,75,0,73.5134,1774.8767
1397,0,185,60,3466.59,2842.4,15.2817,186,77.9086,15.2817,12,60,0.1183,15,75,0,87.9308,1189.1995
1398,3,7,61,219.85,183.61,22.9513,8,12.125,22.9512,5,58,0.0,14,72,1,2.0522,66.9481
1399,0,18,58,594.68,480.3,25.2789,19,17.9474,25.2789,2,58,0.0,17,75,1,11.7105,320.9831
1400,16,8,59,227.91,152.6,16.9556,9,13.1111,16.9556,1,43,0.0,16,59,1,3.977,91.8425
1401,0,30,63,314.59,164.33,5.301,31,7.7097,5.301,3,63,0.0,12,75,1,11.9372,52.3862
1402,0,135,66,2136.81,1836.32,13.5024,136,402.7279,13.5024,2,66,0.0,9,75,1,59.6698,817.0736
1403,2,143,64,3552.83,3182.5,22.1007,144,3224.3819,22.1007,5,62,0.0625,11,73,0,43.8202,757.8092
1404,0,20,66,740.27,601.47,28.6414,21,17.0476,28.6414,4,66,0.0,9,75,1,9.981,257.7866
1405,0,38,65,1361.42,1129.2,28.9538,39,231.1282,28.9538,7,65,0.1282,10,75,1,14.2463,386.323
1406,1,73,63,2675.64,2236.65,30.225,74,178.6081,30.225,4,62,0.027,12,74,1,28.9221,729.1009
1407,0,11,62,342.41,309.08,25.7567,12,11.5833,25.7567,3,62,0.0,13,75,1,4.1809,79.4673
1408,0,46,62,936.21,803.84,17.103,47,9.9787,17.103,3,62,0.0213,13,75,1,17.1753,206.3034
1409,0,58,62,3069.97,2669.82,45.2512,59,20.5932,45.2512,4,62,0.0847,13,75,1,27.9478,704.6008
1410,3,40,69,2323.51,1797.0,43.8293,41,1044.7805,43.8293,4,66,0.0732,6,72,1,15.864,533.9311
1411,11,5,59,131.52,98.78,16.4633,6,8.1667,16.4633,3,48,0.0,16,64,1,2.5102,48.3446
1412,0,51,73,2621.22,2218.42,42.6619,52,21.0962,42.6619,5,73,0.0577,2,75,1,18.1325,518.731
1413,0,15,61,263.74,237.04,14.815,16,7.0,14.815,5,61,0.0625,14,75,1,7.0845,74.5539
1414,19,5,58,108.42,94.49,15.7483,6,7.6667,15.7483,1,39,0.0,17,56,1,2.0613,50.794
1415,2,13,64,167.04,143.45,10.2464,14,4.7143,10.2464,2,62,0.0714,11,73,1,8.2491,72.0897
1416,27,3,68,46.12,45.57,11.3925,4,4587.75,11.3925,3,41,0.0,7,48,2,0.8383,10.3484
1417,1,38,64,2248.92,1674.96,42.9477,39,3664.1538,42.9477,2,63,0.0256,11,74,1,19.8656,1001.7958
1418,1,54,67,1960.46,1710.36,31.0975,55,201.2,31.0975,3,66,0.0545,8,74,1,27.5491,1011.0336
1419,0,422,65,5947.83,4107.68,9.7108,423,146.695,9.7108,5,65,0.2128,10,75,0,142.3491,944.7713
1420,0,66,68,3454.34,2655.3699,39.6324,67,351.0149,39.6324,6,68,0.1194,7,75,1,39.4131,1474.3616
1421,0,159,72,3936.74,3010.86,18.8179,160,2553.7,18.8179,5,72,0.1,3,75,0,70.0657,879.791
1422,23,1,68,140.78,101.16,50.58,2,28.0,50.58,2,45,0.0,7,52,2,0.4643,43.2913
1423,0,159,59,1097.31,936.31,5.8519,160,26.1,5.8519,2,59,0.0,16,75,1,70.4616,276.7502
1424,0,38,57,373.33,277.15,7.1064,39,5.0513,7.1064,4,57,0.0,18,75,1,16.5964,90.7603
1425,1,91,59,2982.7,1996.04,21.6961,92,15.0435,21.6961,3,58,0.2609,16,74,1,38.4569,643.2408
1426,0,53,73,1862.92,1582.41,29.3039,54,538.5926,29.3039,6,73,0.0185,2,75,1,20.4102,411.4101
1427,1,32,67,846.95,616.92,18.6945,33,14.7576,18.6945,5,66,0.1212,8,74,1,16.4344,430.8478
1428,0,90,61,2876.68,2232.98,24.5382,91,1899.1758,24.5382,8,61,0.0659,14,75,1,39.7773,1788.5102
1429,2,51,58,523.55,257.4,4.95,52,6.6731,4.95,2,56,0.2692,17,73,1,19.0523,83.7336
1430,0,247,63,14913.9,13161.02,53.0686,248,5432.1573,53.0686,3,63,0.0726,12,75,0,120.2094,4585.7786
1431,0,101,59,1840.33,1616.51,15.8481,102,6.5098,15.8481,5,59,0.0,16,75,1,53.5122,484.7959
1432,3,4,73,150.56,85.49,17.098,5,17.0,17.098,4,70,0.6,2,72,1,1.624,26.1225
1434,0,156,59,3020.45,2535.87,16.152,157,8.8662,16.152,4,59,0.0064,16,75,1,79.7993,1190.9033
1435,0,9,68,316.52,236.17,23.617,10,13.4,23.617,3,68,0.0,7,75,1,3.2597,65.4162
1436,14,1,59,58.6,47.95,23.975,2,10.0,23.975,2,45,0.0,16,61,1,0.366,9.2731
1437,0,86,71,3923.77,2757.95,31.7006,87,37.8276,31.7006,13,71,0.1839,4,75,1,26.473,926.3519
1438,0,30,73,1631.96,1479.61,47.7294,31,18.3548,47.7294,4,73,0.0,2,75,1,7.704,398.6406
1439,6,27,62,406.54,309.29,11.0461,28,343.5714,11.0461,6,56,0.0,13,69,1,11.8721,121.1749
1440,0,60,61,1434.98,1070.54,17.5498,61,1448.377,17.5498,5,61,0.0492,14,75,1,25.1505,335.1287
1441,16,10,71,286.69,236.6,21.5091,11,8.7273,21.5091,4,55,0.0,4,59,1,3.3535,85.1946
1442,0,25,66,260.3,189.42,7.2854,26,6.6923,7.2854,5,66,0.0,9,75,1,5.4532,39.8529
1443,3,147,62,1703.59,1555.85,10.5125,148,79.0946,10.5125,2,59,0.0135,13,72,1,48.0351,630.5457
1444,20,11,69,223.94,198.15,16.5125,12,8.3333,16.5125,1,49,0.0,6,55,1,5.1865,104.3437
1445,0,104,63,2949.49,2448.26,23.3168,105,10.4,23.3168,9,63,0.0476,12,75,1,37.5783,614.1021
1446,4,35,58,1813.3,1405.6,39.0444,36,866.5833,39.0444,8,54,0.3889,17,71,1,16.863,460.0172
1447,1,26,69,322.11,280.87,10.4026,27,3.9259,10.4026,3,68,0.1111,6,74,1,7.4183,63.8873
1448,1,77,60,1850.73,1691.71,21.6886,78,55.7949,21.6886,1,59,0.0,15,74,1,44.4915,741.0136
1449,5,31,59,346.41,301.71,9.4284,32,738.6562,9.4284,3,54,0.0,16,70,1,13.2731,151.1511
1450,0,65,61,1175.26,945.33,14.3232,66,822.8788,14.3232,4,61,0.0,14,75,1,29.3596,459.1266
1451,0,172,58,4415.98,3298.97,19.0692,173,2046.6532,19.0692,15,58,0.1329,17,75,0,122.7689,3081.5082
1452,0,285,67,1265.89,1080.14,3.7767,286,73.451,3.7767,13,67,0.0035,8,75,0,149.782,624.6262
1453,0,469,60,14271.471,12357.99,26.2936,470,169.7574,26.2936,4,60,0.0511,15,75,0,191.1468,5295.0599
1454,0,93,61,2799.51,2255.55,23.9952,94,1753.1383,23.9952,4,61,0.0957,14,75,1,35.2046,1140.2062
1455,37,13,72,820.18,681.04,48.6457,14,5066.5,48.6457,1,35,0.0714,3,38,2,4.3985,240.6313
1456,1,65,58,1488.63,1211.95,18.3629,66,11.1818,18.3629,2,57,0.0,17,74,1,32.2662,602.675
1457,1,19,67,1205.78,903.52,45.176,20,32.85,45.176,2,66,0.0,8,74,1,7.2196,472.2353
1458,0,78,61,2078.14,1552.35,19.65,79,1122.1266,19.65,11,61,0.038,14,75,1,30.719,621.2635
1459,0,50,65,3031.8,2591.8,50.8196,51,22.2941,50.8196,2,65,0.0196,10,75,1,26.8206,1263.152
1460,2,48,64,2161.68,1816.74,37.0763,49,1266.6327,37.0763,2,62,0.1837,11,73,1,19.0596,573.1197
1461,0,212,70,4540.65,3836.2,18.0103,213,1498.1315,18.0103,9,70,0.0047,5,75,0,124.7243,2677.9466
1462,1,80,62,2979.31,2381.11,29.3964,81,393.037,29.3964,5,61,0.0617,13,74,1,34.1628,1368.2286
1463,1,121,70,2988.2,2255.61,18.4886,122,2815.9262,18.4886,15,69,0.1066,5,74,1,64.229,1172.5815
1464,1,59,62,1994.69,1312.58,21.8763,60,353.2667,21.8763,7,61,0.05,13,74,1,26.5748,806.2116
1465,4,39,71,694.16,576.84,14.421,40,6.525,14.421,5,67,0.075,4,71,1,17.315,152.5896
1466,5,33,74,956.92,833.18,24.5053,34,1148.5882,24.5053,7,69,0.0,1,70,1,10.0304,242.413
1467,0,491,73,1501.71,1180.18,2.3987,492,44.5833,2.3987,4,73,0.0041,2,75,0,147.4264,350.1048
1468,0,67,68,3723.87,3292.18,48.4144,68,1822.0735,48.4144,8,68,0.0441,7,75,1,28.0846,1133.7334
1469,3,42,71,1154.02,948.16,22.0502,43,14.1628,22.0502,3,68,0.0,4,72,1,18.7426,750.008
1470,0,78,59,1109.82,930.87,11.7832,79,706.7215,11.7832,6,59,0.0127,16,75,1,34.6507,401.5957
1471,0,21,67,332.4,315.62,14.3464,22,5040.2273,14.3464,9,67,0.0455,8,75,1,6.3006,81.6314
1472,15,3,62,269.54,209.21,52.3025,4,22.0,52.3025,3,47,0.5,13,60,1,0.9584,50.4538
1473,0,73,59,2754.99,2408.97,32.5536,74,14.973,32.5536,3,59,0.0135,16,75,1,24.1816,477.1237
1474,0,34,62,1208.59,958.77,27.3934,35,14.3143,27.3934,3,62,0.0,13,75,1,10.0121,226.8147
1475,0,233,59,9653.16,8006.56,34.2161,234,1919.5641,34.2161,7,59,0.0385,16,75,0,104.9511,4591.6784
1476,0,263,69,6927.56,6249.25,23.6714,264,3466.1477,23.6714,4,69,0.0038,6,75,0,124.1081,2510.3666
1477,13,11,65,225.97,196.23,16.3525,12,6.25,16.3525,1,52,0.0,10,62,1,4.3882,58.3281
1478,1,5,58,88.59,56.78,9.4633,6,5.5,9.4633,1,57,0.0,17,74,1,1.4262,18.7241
1479,0,515,71,5820.29,5092.9697,9.8701,516,121.6667,9.8701,4,71,0.0388,4,75,0,181.5319,2504.9024
1480,0,20,62,114.99,39.07,1.8605,21,7.2381,1.8605,1,62,0.0,13,75,1,8.1184,17.1883
1481,0,94,62,1735.51,1507.16,15.8648,95,561.8947,15.8648,11,62,0.0211,13,75,1,59.9468,848.7631
1482,17,15,69,1006.61,736.96,46.06,16,31.25,46.06,3,52,0.0625,6,58,1,4.2233,183.2204
1483,1,83,74,3320.3,2682.65,31.9363,84,1226.5476,31.9363,4,73,0.0238,1,74,1,26.9703,704.4676
1484,0,67,59,2162.59,1725.53,25.3754,68,16.7941,25.3754,6,59,0.2353,16,75,1,41.5303,821.81
1485,0,46,71,1571.87,1423.82,30.294,47,9.3191,30.294,6,71,0.0426,4,75,1,18.4314,430.0491
1486,17,8,61,327.13,275.83,30.6478,9,15.1111,30.6478,2,44,0.1111,14,58,1,3.8165,100.2206
1487,2,12,59,293.07,244.19,18.7838,13,1308.2308,18.7838,2,57,0.0769,16,73,1,5.4107,78.4685
1488,0,49,61,1844.48,1339.9,26.798,50,315.5,26.798,3,61,0.14,14,75,1,22.3099,404.4114
1489,0,375,65,11478.95,8718.11,23.1865,376,1292.7766,23.1865,6,65,0.0372,10,75,0,175.2401,4292.3004
1490,0,147,74,3707.35,2729.48,18.4424,148,1481.0135,18.4424,8,74,0.0068,1,75,1,43.9287,859.0851
1491,0,216,63,3884.85,3338.52,15.3849,217,8.341,15.3849,2,63,0.0138,12,75,0,106.2561,2500.9767
1492,0,65,72,902.25,719.88,10.9073,66,6.6212,10.9073,4,72,0.0152,3,75,1,17.836,164.6077
1493,10,15,58,732.18,582.08,36.38,16,22.0,36.38,1,48,0.125,17,65,1,7.1806,281.3
1494,2,54,64,1873.88,1592.4,28.9527,55,18.4,28.9527,3,62,0.0182,11,73,1,22.7359,711.7931
1495,0,120,63,1231.48,1040.65,8.6004,121,7.6116,8.6004,3,63,0.0,12,75,1,43.7808,353.3801
1496,6,10,60,699.69,569.66,51.7873,11,29.9091,51.7873,3,54,0.1818,15,69,1,4.3137,269.0853
1497,26,4,61,331.53,292.47,58.494,5,21.0,58.494,3,35,0.0,14,49,2,1.5053,106.8836
1498,2,20,63,770.95,646.42,30.7819,21,15.6667,30.7819,1,61,0.2857,12,73,1,6.6616,222.5459
1499,1,64,59,1406.35,972.57,14.9626,65,221.5692,14.9626,3,58,0.0462,16,74,1,26.2777,368.84
1500,4,40,58,703.56,584.32,14.2517,41,101.9268,14.2517,3,54,0.0,17,71,1,14.3785,187.3969
1501,0,128,61,5477.6,4745.36,36.7857,129,4155.4341,36.7857,10,61,0.0078,14,75,0,58.1958,1520.7868
1502,0,41,70,1921.15,1632.2,38.8619,42,18.5952,38.8619,5,70,0.0952,5,75,1,12.0994,384.4029
1503,7,6,68,31.64,23.07,3.2957,7,3.1429,3.2957,2,61,0.1429,7,68,1,2.6452,7.4623
1504,46,2,63,66.33,34.65,11.55,3,3.0,11.55,1,17,0.0,12,29,2,0.6517,5.6832
1505,1,70,58,2924.45,2515.64,35.4315,71,17.169,35.4316,4,57,0.1127,17,74,1,28.0192,1108.1775
1506,0,96,68,1711.56,1391.71,14.3475,97,10.4227,14.3475,3,68,0.0,7,75,1,32.3954,626.8762
1507,25,11,60,524.86,434.9,36.2417,12,1692.25,36.2417,4,35,0.0,15,50,2,6.2132,179.4455
1508,1,60,68,1482.71,1074.62,17.6167,61,1715.0984,17.6167,3,67,0.082,7,74,1,24.5078,463.4503
1509,0,148,66,4628.09,4137.03,27.7653,149,2899.0872,27.7653,9,66,0.0201,9,75,0,55.8856,1198.189
1510,0,938,63,6885.2295,6044.55,6.4372,939,246.4015,6.4372,9,63,0.0064,12,75,0,427.7144,2551.1991
1511,0,108,64,2552.54,1999.25,18.3417,109,11.3578,18.3417,4,64,0.0275,11,75,1,28.7865,444.3004
1512,2,68,71,1175.9199,975.33,14.1352,69,1969.942,14.1352,7,69,0.0145,4,73,1,24.6875,405.6293
1513,1,44,66,657.44,535.09,11.8909,45,4.9556,11.8909,6,65,0.0222,9,74,1,25.8454,259.3583
1514,0,37,61,1696.65,1398.94,36.8142,38,20.0,36.8142,3,61,0.2895,14,75,1,16.1935,767.7074
1515,1,87,67,4000.77,3377.3,38.3784,88,17.6136,38.3784,9,66,0.0795,8,74,1,34.2229,1235.1643
1516,3,14,55,189.66,165.19,11.0127,15,4.7333,11.0127,3,52,0.0,20,72,1,7.385,69.1373
1517,0,93,64,2477.6301,1706.93,18.1588,94,263.8298,18.1588,8,64,0.0745,11,75,1,45.1926,599.9
1518,2,28,66,1139.25,853.81,29.4417,29,138.8276,29.4417,7,64,0.0,9,73,1,7.3976,232.0299
1519,2,9,69,431.31,329.5,32.95,10,17.6,32.95,3,67,0.3,6,73,1,2.4224,99.8376
1520,1,102,60,2826.09,2353.06,22.8452,103,5190.233,22.8452,3,59,0.0583,15,74,1,46.0986,1127.6086
1521,28,36,62,546.51,384.97,10.4046,37,10.0541,10.4046,7,34,0.0541,13,47,2,13.0855,238.2836
1522,2,27,61,841.66,676.49,24.1604,28,16.5,24.1604,4,59,0.0357,14,73,1,14.9613,516.7847
1523,13,65,62,1637.39,1292.85,19.5886,66,2057.6061,19.5886,1,49,0.0303,13,62,1,25.5929,464.2301
1524,0,38,62,1820.92,1408.96,36.1272,39,2995.7949,36.1272,9,62,0.2821,13,75,1,10.8227,361.1095
1525,1,12,66,404.46,292.41,22.4931,13,16.4615,22.4931,2,65,0.0,9,74,1,3.6684,92.7937
1526,1,140,64,2190.62,1757.55,12.4649,141,8.6525,12.4649,4,63,0.0,11,74,1,32.8161,331.7337
1527,0,204,70,11851.53,10586.01,51.6391,205,5079.1024,51.6391,7,70,0.0146,5,75,0,72.3052,4997.7715
1528,0,157,67,5539.58,4405.83,27.885,158,1380.8165,27.885,6,67,0.0127,8,75,0,58.6726,1790.8792
1529,0,174,61,6485.07,5180.98,29.6056,175,2658.52,29.6056,5,61,0.1714,14,75,0,68.1278,2150.5173
1530,7,33,59,644.4,563.64,16.5776,34,484.1765,16.5776,10,52,0.0,16,68,1,18.0445,355.183
1531,0,27,64,673.56,533.73,19.0618,28,12.5714,19.0618,2,64,0.0357,11,75,1,13.9399,408.7681
1532,8,77,67,1655.84,1393.22,17.8618,78,1650.1026,17.8618,2,59,0.0897,8,67,1,28.8795,538.364
1533,0,13,62,134.92,127.72,9.1229,14,4.5714,9.1229,7,62,0.0,13,75,1,3.5572,31.5477
1534,0,204,59,5170.39,4470.65,21.808,205,2345.1805,21.808,4,59,0.1317,16,75,0,101.711,3234.3789
1535,0,165,63,5262.69,4398.31,26.4958,166,242.0904,26.4958,7,63,0.012,12,75,0,76.0948,2567.9242
1536,0,126,68,5129.02,4409.14,34.7176,127,2596.8268,34.7176,5,68,0.063,7,75,0,51.2517,1642.1323
1537,2,114,67,2380.76,2065.1,17.9574,115,1108.687,17.9574,6,65,0.0087,8,73,1,53.8336,967.9662
1538,26,30,65,499.42,403.03,13.001,31,8.7097,13.001,3,39,0.0645,10,49,2,9.5062,129.7763
1539,16,2,62,41.7,37.13,12.3767,3,4.0,12.3767,1,46,0.0,13,59,1,1.2534,16.9816
1540,0,91,60,2612.11,2058.65,22.3766,92,18.0217,22.3766,10,60,0.0109,15,75,1,32.5483,518.838
1541,0,66,58,4691.04,4091.72,61.0704,67,251.3731,61.0704,4,58,0.3134,17,75,1,34.3689,1427.3274
1542,1,94,71,1558.63,1265.92,13.3255,95,6.0316,13.3255,4,70,0.0421,4,74,1,24.563,262.1912
1543,1,76,59,2132.93,1606.82,20.8678,77,12.8312,20.8678,5,58,0.0,16,74,1,27.8057,455.8948
1544,4,45,71,2234.46,1919.89,41.7367,46,1340.1304,41.7367,5,67,0.0435,4,71,1,22.3171,792.9639
1545,0,123,65,2950.47,2495.5,20.125,124,262.0,20.125,9,65,0.0565,10,75,1,46.6986,1101.4185
1546,0,58,58,2365.98,1865.0,31.6102,59,214.1864,31.6102,7,58,0.1017,17,75,1,30.7559,931.9961
1547,6,150,68,988.01,887.62,5.8783,151,1619.5364,5.8783,1,62,0.0331,7,69,1,60.1364,371.2893
1548,1,78,70,2769.7,2189.38,27.7137,79,18.4937,27.7137,5,69,0.0506,5,74,1,28.3696,578.923
1549,0,121,73,1418.25,1098.99,9.0081,122,509.6557,9.0081,3,73,0.1475,2,75,1,56.6107,454.3698
1550,43,174,66,1540.13,1245.45,7.1169,175,119.9029,7.1169,14,23,0.0,9,32,2,65.3767,538.8579
1551,48,16,73,772.96,654.93,38.5253,17,21.2941,38.5253,2,25,0.0,2,27,2,3.9911,178.4184
1552,0,26,62,681.76,585.42,21.6822,27,11.5185,21.6822,2,62,0.0741,13,75,1,9.2851,167.9655
1553,24,10,72,76.72,66.76,6.0691,11,5.3636,6.0691,3,48,0.0,3,51,2,4.032,25.4796
1554,2,42,71,897.66,773.54,17.9893,43,1271.1163,17.9893,4,69,0.0,4,73,1,16.6463,518.8824
