household_key,Recency,Frequency,T,Gross_Sales,Net_Sales,avg_monetary,total_baskets,avg_basket_size,avg_transaction_value,distinct_stores,tenure_weeks,coupon_usage_rate,first_purchase_week,last_purchase_week,Cluster,predicted_purchases_6_months,predicted_clv_6_months
592,7,21,70,470.69,363.9,16.5409,22,9.9091,16.5409,4,63,0.2273,5,68,1,10.7655,177.6739
593,0,36,74,412.24,344.6,9.3135,37,388.5676,9.3135,2,74,0.0,1,75,1,9.9054,59.9315
594,0,85,60,1856.75,1335.98,15.5347,86,442.1628,15.5347,12,60,0.0465,15,75,1,38.7144,439.0376
595,0,110,65,1891.24,1413.61,12.7352,111,8.2252,12.7352,3,65,0.045,10,75,1,63.3357,1048.1968
596,0,86,67,2093.01,1843.43,21.1889,87,8.2529,21.1888,10,67,0.0,8,75,1,23.9843,452.267
597,3,72,69,2519.98,2034.94,27.8759,73,18.4795,27.8759,6,66,0.0274,6,72,1,20.9983,443.6359
598,0,156,66,2164.6,1790.91,11.4071,157,221.0,11.4071,9,66,0.0637,9,75,1,56.4625,682.1009
599,64,2,68,323.36,287.61,95.87,3,42.6667,95.87,1,4,0.0,7,11,2,0.6891,57.9748
600,0,90,66,3159.69,2251.57,24.7425,91,2064.7473,24.7425,12,66,0.2967,9,75,1,41.7113,917.4414
601,0,59,68,3948.29,3387.16,56.4527,60,2823.0667,56.4527,7,68,0.0167,7,75,1,23.6759,1607.9138
602,0,17,69,654.48,575.85,31.9917,18,2618.4444,31.9917,1,69,0.0,6,75,1,4.4916,107.4746
603,5,164,70,3157.52,2544.71,15.4225,165,1450.3455,15.4225,8,65,0.0182,5,70,1,67.5285,830.5067
604,0,37,73,1483.95,1301.55,34.2513,38,15.3421,34.2513,1,73,0.0,2,75,1,11.7405,417.9207
605,2,84,67,3779.9,3141.23,36.9556,85,3283.5647,36.9556,10,65,0.3412,8,73,1,42.0605,1980.6489
606,0,69,69,2354.06,2059.46,29.4209,70,412.5857,29.4209,7,69,0.0,6,75,1,22.933,919.4948
607,0,211,68,3160.0,2036.05,9.604,212,720.5755,9.604,18,68,0.0613,7,75,0,71.0315,577.6904
608,0,159,61,3273.8,2827.81,17.6738,160,8.875,17.6738,11,61,0.0312,14,75,0,75.5167,1687.1243
609,0,115,71,1238.11,941.11,8.113,116,177.4741,8.113,6,71,0.0259,4,75,1,49.0546,327.1328
610,3,14,59,466.32,334.15,22.2767,15,21.2,22.2767,3,56,0.0667,16,72,1,6.7479,237.3011
611,0,36,63,969.06,685.79,18.5349,37,1982.3784,18.5349,6,63,0.0811,12,75,1,10.6054,148.0535
612,0,78,62,2146.55,1709.51,21.6394,79,688.9494,21.6394,3,62,0.0127,13,75,1,36.4258,1098.7334
613,69,3,72,178.77,112.96,28.24,4,26.25,28.24,1,3,0.0,3,6,2,0.8809,21.1111
614,0,79,74,1790.04,1373.9,17.1738,80,12.625,17.1738,2,74,0.075,1,75,1,29.0941,826.5258
615,18,9,43,144.75,138.62,13.862,10,3850.3,13.862,3,25,0.0,32,57,1,4.0934,65.7826
616,42,5,70,426.77,263.35,43.8917,6,46.3333,43.8917,2,28,0.0,5,33,2,2.0305,69.1325
617,1,17,71,845.05,684.75,38.0417,18,21.8333,38.0417,2,70,0.0556,4,74,1,5.2979,176.8733
618,0,420,58,5455.43,4713.72,11.1965,421,1203.8266,11.1965,7,58,0.0261,17,75,0,145.6755,1982.8249
619,6,3,66,93.53,74.91,18.7275,4,6.5,18.7275,3,60,0.0,9,69,1,1.3632,33.214
620,1,15,60,253.92,205.45,12.8406,16,1141.5,12.8406,6,59,0.125,15,74,1,6.8219,86.0617
621,0,80,61,1890.48,1633.99,20.1727,81,8.1605,20.1727,17,61,0.0494,14,75,1,30.1581,615.2008
622,0,92,57,1663.6799,1428.54,15.3606,93,47.5269,15.3606,7,57,0.043,18,75,1,56.0963,1041.5483
623,5,102,59,3668.74,2757.3599,26.7705,103,1105.9223,26.7705,7,54,0.0485,16,70,1,41.1573,1138.7103
624,0,110,71,3856.66,2844.3,25.6243,111,1853.9369,25.6243,4,71,0.027,4,75,1,40.5412,751.8099
625,7,21,59,787.96,608.64,27.6655,22,145.6818,27.6655,3,52,0.1818,16,68,1,9.7656,220.48
626,1,20,73,548.49,433.46,20.641,21,24.619,20.641,6,72,0.0,2,74,1,6.293,137.7576
627,1,33,62,1272.31,1121.75,32.9926,34,1212.5294,32.9926,4,61,0.0294,13,74,1,15.2061,679.8355
628,4,14,71,828.77,721.69,48.1127,15,16.8,48.1127,1,67,0.0667,4,71,1,4.608,332.0632
629,1,25,72,372.5,307.99,11.8458,26,391.2692,11.8458,6,71,0.0385,3,74,1,8.3143,119.6815
630,0,161,74,5785.9,3668.51,22.6451,162,1513.6543,22.6451,11,74,0.179,1,75,0,74.2891,1807.5553
631,0,347,70,6499.73,5370.87,15.4335,348,1661.408,15.4335,6,70,0.0259,5,75,0,104.6696,1947.9889
632,0,66,60,2196.6199,1634.64,24.3976,67,1054.3731,24.3976,5,60,0.209,15,75,1,17.652,364.5442
633,2,123,59,4032.95,2997.38,24.1724,124,1452.2419,24.1724,1,57,0.3306,16,73,1,74.8085,1740.3379
634,7,34,65,1555.15,1296.79,37.0511,35,17.7143,37.0511,2,58,0.0,10,68,1,22.6449,682.7991
635,12,30,70,311.88,182.06,5.8729,31,4.5161,5.8729,4,58,0.0,5,63,1,10.2753,44.1639
636,0,156,65,5992.9897,4338.09,27.6311,157,504.879,27.6311,3,65,0.0573,10,75,0,42.3597,1272.2304
637,2,65,70,1800.13,1344.12,20.3655,66,91.1818,20.3655,6,68,0.0758,5,73,1,22.6893,484.0133
638,0,107,58,5535.67,4825.19,44.6777,108,4014.7315,44.6777,2,58,0.0556,17,75,0,45.2969,2403.3657
639,0,48,65,497.71,416.65,8.5031,49,5.2041,8.5031,3,65,0.0,10,75,1,18.4844,180.167
640,7,87,65,2141.76,1634.09,18.5692,88,1043.8068,18.5692,6,58,0.0341,10,68,1,27.853,549.553
641,0,267,70,9445.46,7738.7505,28.8759,268,14.3955,28.8759,3,70,0.0709,5,75,0,111.3593,3695.6942
642,5,61,69,2115.05,1873.82,30.2229,62,199.4839,30.2229,4,64,0.0161,6,70,1,25.5277,763.3331
643,1,19,62,905.11,518.81,25.9405,20,477.9,25.9405,3,61,0.15,13,74,1,5.9093,169.9575
644,0,169,61,3071.14,2592.3699,15.2492,170,664.4353,15.2492,3,61,0.0647,14,75,0,82.8441,1053.5826
645,2,46,62,392.97,300.51,6.3938,47,3.9787,6.3938,3,60,0.0,13,73,1,29.0826,203.9543
646,3,36,72,1411.26,1009.89,27.2943,37,2518.973,27.2943,4,69,0.1081,3,72,1,13.4549,434.0344
647,0,87,65,3909.48,3069.95,34.8858,88,3436.2841,34.8858,10,65,0.1932,10,75,1,32.5297,959.8834
648,0,38,66,970.99,872.38,22.3687,39,10.6154,22.3687,2,66,0.0,9,75,1,14.5505,329.7214
649,1,50,58,1492.9401,1163.46,22.8129,51,16.7647,22.8129,3,57,0.0588,17,74,1,25.3487,494.7999
650,1,69,73,1343.74,956.44,13.6634,70,9.5857,13.6634,8,72,0.0286,2,74,1,17.385,208.2425
651,25,6,64,298.33,198.1,28.3,7,26.1429,28.3,1,39,0.1429,11,50,2,2.519,53.8111
652,1,32,64,1217.51,1056.4401,32.0133,33,20.5455,32.0133,1,63,0.0909,11,74,1,12.0234,528.1877
653,0,189,61,8062.4,6855.2905,36.0805,190,2928.3053,36.0805,7,61,0.0105,14,75,0,116.575,5490.1373
654,0,88,69,1591.35,1196.17,13.4401,89,9.0562,13.4401,5,69,0.0562,6,75,1,32.0242,492.3026
655,4,25,72,990.71,752.22,28.9315,26,19.5769,28.9315,6,68,0.1538,3,71,1,12.6024,596.9681
656,3,69,67,3493.21,2794.89,39.927,70,23.5714,39.927,4,64,0.0429,8,72,1,21.4723,817.7066
657,1,15,63,94.89,93.61,5.8506,16,2.4375,5.8506,1,62,0.0,12,74,1,6.962,86.9166
658,0,30,60,816.05,620.87,20.0281,31,13.129,20.0281,7,60,0.0,15,75,1,13.8575,262.1936
659,6,25,72,573.42,473.47,18.2104,26,9.5,18.2104,2,66,0.0,3,69,1,7.5875,147.273
660,0,126,58,6101.6,5026.73,39.5806,127,1400.0866,39.5806,6,58,0.063,17,75,0,58.5227,2097.097
661,0,254,60,6156.22,5580.5,21.8843,255,6.2667,21.8843,2,60,0.0039,15,75,0,140.2729,3369.2346
662,2,28,64,1128.0499,932.72,32.1628,29,15.1034,32.1628,1,62,0.069,11,73,1,10.6617,422.5779
663,0,73,58,2271.33,1600.92,21.6341,74,271.3108,21.6341,9,58,0.1757,17,75,1,23.3295,490.5426
664,0,22,58,660.58,476.2,20.7043,23,19.0435,20.7043,2,58,0.0435,17,75,1,9.8275,317.2547
665,2,29,70,582.51,514.55,17.1517,30,9.0333,17.1517,2,68,0.0333,5,73,1,8.9927,163.7428
666,0,62,62,538.3,429.64,6.8197,63,4.4603,6.8197,2,62,0.0,13,75,1,24.2794,177.1621
667,1,27,59,399.15,279.87,9.9954,28,713.4286,9.9954,9,58,0.0,16,74,1,11.7057,93.2192
668,0,40,62,803.19,529.8,12.922,41,12.878,12.922,4,62,0.0488,13,75,1,11.9259,171.1033
669,0,81,71,7053.16,6299.02,76.8173,82,609.0488,76.8173,7,71,0.0366,4,75,0,21.4717,1595.045
670,0,138,70,3735.95,3046.32,21.916,139,1074.2806,21.916,8,70,0.2158,5,75,1,56.4451,1062.5483
671,1,93,63,4077.46,3481.38,37.036,94,4063.734,37.036,4,62,0.0745,12,74,1,34.5711,1054.4656
672,0,82,65,1701.01,1204.9299,14.5172,83,701.2771,14.5172,4,65,0.0843,10,75,1,19.6383,555.9924
673,2,22,71,222.79,193.5,8.413,23,4.4348,8.413,2,69,0.0,4,73,1,9.4256,74.2425
674,0,101,70,3054.58,2519.23,24.6983,102,14.0588,24.6983,14,70,0.0098,5,75,1,39.6145,679.722
675,0,141,60,3130.48,2694.01,18.9719,142,1142.1338,18.9719,5,60,0.0704,15,75,1,52.9706,843.9899
676,0,256,73,7245.9897,5918.68,23.0299,257,14.7782,23.0299,6,73,0.0195,2,75,0,70.0668,1592.9611
677,2,37,61,1400.98,1186.28,31.2179,38,15.1053,31.2179,3,59,0.0263,14,73,1,18.6399,667.1138
678,0,53,62,441.89,345.06,6.39,54,977.2037,6.39,4,62,0.0,13,75,1,23.8343,174.96
679,0,213,72,5498.7197,4602.83,21.5086,214,9.4065,21.5086,4,72,0.1776,3,75,0,123.8713,3155.3337
680,3,64,58,2383.71,1770.08,27.232,65,20.4923,27.232,4,55,0.1231,17,72,1,31.2049,723.2479
681,0,45,74,1928.16,1726.74,37.5378,46,13.9783,37.5378,4,74,0.0435,1,75,1,17.0856,698.3309
682,0,181,70,3891.45,2971.59,16.3274,182,2382.8462,16.3274,14,70,0.1154,5,75,0,65.0212,852.8149
683,4,7,58,160.45,133.88,16.735,8,12.125,16.735,2,54,0.0,17,71,1,3.6948,52.9586
684,3,88,69,1734.71,1495.7,16.8056,89,399.2809,16.8056,4,66,0.0,6,72,1,37.5752,502.0144
685,0,139,60,3932.18,3355.77,23.9698,140,292.7,23.9698,7,60,0.0214,15,75,0,77.3678,1377.8346
686,11,16,59,447.33,363.37,21.3747,17,9.4706,21.3747,3,48,0.0588,16,64,1,6.3527,177.176
687,1,44,73,2194.55,1681.95,37.3767,45,21.0667,37.3767,5,72,0.1111,2,74,1,14.3643,637.7496
688,0,20,64,2286.1,1962.21,93.4386,21,37.8095,93.4386,1,64,0.0952,11,75,1,7.3826,880.5934
689,19,2,58,28.96,25.12,8.3733,3,6.6667,8.3733,3,39,0.0,17,56,1,1.0502,8.8803
690,0,211,71,4013.66,3494.36,16.4828,212,819.6321,16.4828,3,71,0.0236,4,75,0,104.2665,2086.971
691,1,40,69,2010.37,1715.5,41.8415,41,21.4146,41.8415,4,68,0.0,6,74,1,13.7509,370.4312
692,0,86,63,2620.1,2349.29,27.0033,87,1438.8391,27.0033,3,63,0.0805,12,75,1,32.6014,1092.3486
693,0,185,73,5318.1997,4334.03,23.3012,186,11.7742,23.3012,4,73,0.0484,2,75,0,70.1621,1708.8795
694,3,132,63,1512.14,1360.0599,10.226,133,4.9624,10.226,3,60,0.0,12,72,1,51.8633,620.3739
695,0,135,58,5174.98,4533.72,33.3362,136,1301.6471,33.3362,5,58,0.0147,17,75,0,73.2105,2683.7994
696,0,219,58,10104.56,8366.74,38.0306,220,2912.3227,38.0306,7,58,0.0818,17,75,0,62.5752,1859.3776
697,0,49,66,2421.17,2134.49,42.6898,50,1862.84,42.6898,10,66,0.04,9,75,1,16.3613,480.2809
698,1,107,74,839.36,700.99,6.4906,108,161.3056,6.4906,12,73,0.0093,1,74,1,32.1489,174.6386
699,0,116,66,7571.1294,6643.06,56.7783,117,5336.5812,56.7783,9,66,0.0855,9,75,0,28.7305,1878.7169
700,2,27,72,1868.8,1446.18,51.6493,28,537.8571,51.6493,2,70,0.0714,3,73,1,8.0409,493.508
701,1,19,60,1238.48,1091.68,54.584,20,19.8,54.584,1,59,0.0,15,74,1,6.8562,265.8454
702,0,201,63,5552.47,4526.21,22.407,202,1334.5248,22.407,3,63,0.0396,12,75,0,79.6822,1397.0866
703,0,150,64,6596.12,5809.24,38.4718,151,4198.0662,38.4718,8,64,0.0199,11,75,0,76.13,2444.4086
704,0,7,58,74.86,57.65,7.2062,8,468.0,7.2062,3,58,0.0,17,75,1,2.9878,19.6911
705,0,59,63,1048.24,834.26,13.9043,60,8.8,13.9043,1,63,0.0,12,75,1,19.813,195.9818
706,0,85,71,2624.63,2124.38,24.7021,86,478.093,24.7021,7,71,0.0116,4,75,1,30.7742,532.75
707,0,329,60,13435.0,11934.77,36.166,330,3258.0515,36.166,5,60,0.0121,15,75,0,175.8523,5178.6779
708,0,50,72,1893.79,1600.75,31.3873,51,17.8824,31.3873,3,72,0.0,3,75,1,14.8539,476.386
709,0,112,68,4047.52,3044.36,26.9412,113,20.0088,26.9412,3,68,0.0531,7,75,1,35.6936,715.8573
710,0,140,71,2463.09,1909.85,13.545,141,179.7376,13.545,3,71,0.1348,4,75,1,57.3268,754.3342
711,1,15,70,159.03,118.92,7.4325,16,5.1875,7.4325,1,69,0.0,5,74,1,5.33,51.6167
712,0,191,69,8653.58,7219.7,37.6026,192,650.0938,37.6026,5,69,0.1094,6,75,0,81.9214,2224.7252
713,3,13,60,239.51,170.68,12.1914,14,656.5,12.1914,7,57,0.0714,15,72,1,5.618,65.0458
714,0,198,67,2689.38,1652.76,8.3053,199,8.4623,8.3053,3,67,0.0955,8,75,1,88.4116,948.6944
715,0,114,68,2147.52,1356.57,11.7963,115,167.1391,11.7963,5,68,0.1043,7,75,1,35.4375,376.5273
716,0,63,63,1008.88,546.93,8.5458,64,296.9688,8.5458,7,63,0.2969,12,75,1,25.9372,192.0397
717,0,32,60,428.9,395.09,11.9724,33,1001.6667,11.9724,8,60,0.0,15,75,1,13.2945,212.9011
718,0,401,74,14648.77,11423.79,28.4174,402,1824.7662,28.4174,6,74,0.2537,1,75,0,110.4778,2908.1308
719,6,16,71,469.58,359.54,21.1494,17,12.5882,21.1494,3,65,0.1176,4,69,1,4.2858,119.4676
720,0,67,68,1200.88,1130.91,16.631,68,4.6029,16.631,2,68,0.0,7,75,1,29.3834,543.9955
721,5,34,59,417.54,377.09,10.774,35,292.2571,10.774,3,54,0.0,16,70,1,13.9674,138.1243
722,0,81,60,4274.89,3392.72,41.3746,82,693.4268,41.3746,4,60,0.1951,15,75,1,28.6097,1334.5306
723,0,12,63,485.4,389.55,29.9654,13,16.5385,29.9654,3,63,0.1538,12,75,1,4.858,157.7148
724,0,19,64,565.63,517.23,25.8615,20,643.6,25.8615,3,64,0.0,11,75,1,9.6722,322.8644
725,0,97,62,3270.31,2171.23,22.1554,98,23.2857,22.1554,1,62,0.0102,13,75,1,25.7781,497.9603
726,1,45,64,1279.67,1028.51,22.3589,46,12.3478,22.3589,9,63,0.0435,11,74,1,13.5522,306.1497
727,0,79,65,3684.45,2941.76,36.772,80,21.1875,36.772,8,65,0.025,10,75,1,26.274,951.4029
728,0,429,68,10059.64,8627.82,20.0647,430,1882.5791,20.0647,8,68,0.0186,7,75,0,219.7041,5256.815
729,1,22,67,948.41,759.5,33.0217,23,18.1739,33.0217,2,66,0.0,8,74,1,9.0337,230.8652
730,1,59,72,770.91,635.87,10.5978,60,5.35,10.5978,4,71,0.0,3,74,1,24.8394,339.4484
731,1,207,62,2669.57,2118.17,10.1835,208,909.7212,10.1835,10,61,0.0337,13,74,0,69.1065,790.7641
732,0,70,57,2551.23,1720.07,24.2263,71,890.6901,24.2263,5,57,0.1127,18,75,1,25.5244,444.8962
733,0,51,62,1621.28,1243.47,23.9129,52,20.3654,23.9129,2,62,0.1538,13,75,1,23.391,756.5997
734,0,53,71,974.76,786.63,14.5672,54,519.9074,14.5672,4,71,0.0,4,75,1,19.636,500.0255
735,0,60,66,632.58,569.03,9.3284,61,5.7049,9.3284,6,66,0.0656,9,75,1,26.3781,316.0992
736,1,25,71,783.14,708.11,27.235,26,10.7692,27.235,1,70,0.0769,4,74,1,8.8177,343.095
737,0,37,70,1137.3099,897.89,23.6287,38,12.7632,23.6287,4,70,0.0,5,75,1,14.529,350.7076
738,3,88,60,2187.18,1737.01,19.517,89,23.7303,19.517,3,57,0.0112,15,72,1,39.3585,507.0564
739,33,5,61,160.06,120.65,20.1083,6,11.5,20.1083,5,28,0.1667,14,42,2,2.4898,31.5735
740,0,78,58,4472.02,3657.5,46.2975,79,30.1646,46.2975,5,58,0.0253,17,75,1,41.09,2027.6292
741,0,55,63,2202.42,1770.38,31.6139,56,418.2857,31.6139,3,63,0.0179,12,75,1,16.4171,447.6102
742,0,294,64,3422.76,2857.24,9.6856,295,190.5356,9.6856,8,64,0.0441,11,75,0,76.1983,587.1825
743,0,44,58,1462.13,1161.87,25.8193,45,417.4,25.8193,5,58,0.0222,17,75,1,24.0995,612.5483
744,0,102,74,2919.09,2175.36,21.12,103,1858.4078,21.12,6,74,0.233,1,75,1,45.4471,1119.532
745,0,132,65,5102.13,4488.87,33.7509,133,19.6617,33.7509,2,65,0.0226,10,75,0,43.051,1010.5038
746,5,35,59,429.43,401.18,11.1439,36,1270.4722,11.1439,5,54,0.0,16,70,1,10.6328,105.9125
747,0,104,58,923.97,695.77,6.6264,105,5.2476,6.6264,5,58,0.0095,17,75,1,47.5533,459.6111
748,0,55,65,2058.07,1506.73,26.9059,56,148.6429,26.9059,14,65,0.0357,10,75,1,26.5017,544.9716
749,1,71,62,999.56,768.93,10.6796,72,183.3611,10.6796,9,61,0.0,13,74,1,42.6557,566.1939
750,0,12,62,137.39,109.4,8.4154,13,5.7692,8.4154,2,62,0.0,13,75,1,5.5797,41.5962
751,28,12,70,292.48,233.28,17.9446,13,10.4615,17.9446,2,42,0.0,5,47,2,4.1378,85.1064
752,0,96,66,3352.74,2849.96,29.381,97,3203.8247,29.381,8,66,0.0,9,75,1,31.6318,1222.7332
753,0,26,70,1273.62,979.24,36.2681,27,21.5556,36.2681,6,70,0.037,5,75,1,9.6793,422.5244
754,0,19,58,1171.6799,1098.42,54.921,20,26.45,54.921,2,58,0.05,17,75,1,8.0224,553.0372
755,0,252,69,8533.25,8126.4,32.1202,253,9880.0632,32.1202,8,69,0.0237,6,75,0,77.5099,1866.821
756,8,21,66,497.37,373.32,16.9691,22,500.5,16.9691,6,58,0.0455,9,67,1,12.4624,279.3664
757,1,30,58,1536.9,1319.66,42.5697,31,1365.2581,42.5697,1,57,0.1613,17,74,1,19.2187,661.0662
758,5,11,60,251.77,212.08,17.6733,12,7.8333,17.6733,6,55,0.0,15,70,1,5.9826,112.8204
759,1,27,70,756.59,712.09,25.4318,28,9.0357,25.4318,6,69,0.0,5,74,1,8.3417,226.2929
760,1,65,69,1738.6,1534.42,23.2488,66,94.9848,23.2488,3,68,0.0,6,74,1,29.0605,762.7386
761,1,114,62,5242.41,4248.13,36.9403,115,1469.4609,36.9403,8,61,0.1217,13,74,0,54.3305,2183.3772
762,0,623,62,5891.17,5136.75,8.232,624,446.2147,8.232,8,62,0.0016,13,75,0,285.436,1902.8239
763,3,33,64,2547.15,2106.31,61.9503,34,142.7059,61.9503,3,61,0.0588,11,72,1,17.2128,760.9135
764,0,53,57,1637.65,1194.31,22.1169,54,963.8519,22.1169,5,57,0.1667,18,75,1,27.4512,755.0928
765,5,20,62,943.36,787.12,37.4819,21,3046.4286,37.4819,2,57,0.0952,13,70,1,9.725,381.8447
766,1,84,58,5742.6,4752.17,55.9079,85,27.3176,55.9079,3,57,0.1176,17,74,0,42.7706,3187.2109
767,0,8,62,402.01,306.75,34.0833,9,24.2222,34.0833,4,62,0.1111,13,75,1,3.5915,121.0479
768,0,319,59,4369.32,3369.33,10.5292,320,1123.2656,10.5292,8,59,0.0344,16,75,0,98.3987,729.1571
769,1,32,68,1085.65,871.76,26.417,33,239.1515,26.417,2,67,0.0,7,74,1,12.4416,418.4633
770,5,24,60,1175.77,661.46,26.4584,25,28.68,26.4584,6,55,0.28,15,70,1,9.3051,224.4265
771,0,325,58,5116.29,3785.22,11.6111,326,24.0675,11.6111,12,58,0.0184,17,75,0,112.7881,1426.4911
772,3,32,61,212.56,198.09,6.0027,33,649.0606,6.0027,19,58,0.0,14,72,1,19.093,97.4819
773,1,6,72,244.93,218.99,31.2843,7,13.2857,31.2843,3,71,0.0,3,74,1,3.0618,144.4857
774,1,12,63,602.33,470.14,36.1646,13,21.5385,36.1646,3,62,0.0,12,74,1,6.4994,188.7932
775,1,32,68,1121.0,940.18,28.4903,33,14.5152,28.4903,3,67,0.0,7,74,1,12.876,337.1654
776,0,47,68,2782.5,2074.47,43.2181,48,313.6875,43.2181,7,68,0.0208,7,75,1,23.5438,1045.2204
777,0,7,63,510.75,447.43,55.9287,8,8712.875,55.9288,2,63,0.0,12,75,1,2.8959,123.2623
778,0,114,74,2196.06,1704.87,14.825,115,809.5043,14.825,6,74,0.0609,1,75,1,41.712,671.6479
779,0,48,64,2258.24,2011.53,41.0516,49,15.102,41.0516,7,64,0.0,11,75,1,15.6696,962.4938
780,12,62,60,534.68,349.54,5.5483,63,4.746,5.5483,6,48,0.0,15,63,1,29.0868,142.7594
781,4,35,61,973.12,570.89,15.8581,36,14.2222,15.8581,5,57,0.2222,14,71,1,15.0993,264.3077
782,1,59,64,1432.24,1157.99,19.2998,60,607.65,19.2998,4,63,0.0167,11,74,1,18.4713,179.2814
783,28,13,70,351.89,231.0,16.5,14,13.7857,16.5,2,42,0.1429,5,47,2,4.7794,78.096
784,0,89,72,2045.1,1742.53,19.3614,90,1641.5889,19.3614,9,72,0.0444,3,75,1,31.6305,566.31
785,0,62,68,1466.95,1321.43,20.9751,63,3033.6032,20.9751,5,68,0.0,7,75,1,33.9618,580.5332
786,0,161,59,5055.48,4530.91,27.9686,162,9.784,27.9686,4,59,0.0,16,75,0,84.8433,3109.6056
787,0,130,60,1837.11,1521.79,11.6167,131,5.2366,11.6167,2,60,0.0153,15,75,1,56.4624,604.5342
788,0,229,65,5626.99,3990.9,17.3517,230,792.5783,17.3517,6,65,0.1043,10,75,0,96.2731,1598.0027
789,2,10,73,105.37,100.08,9.0982,11,3.0,9.0982,2,71,0.0,2,73,1,3.5933,29.7504
790,1,30,59,1435.93,1255.09,40.4868,31,702.2581,40.4868,8,58,0.1613,16,74,1,12.6946,318.2845
791,0,9,73,64.92,56.51,5.651,10,4.6,5.651,2,73,0.0,2,75,1,2.5815,10.9925
792,8,18,59,276.42,183.48,9.6568,19,9.0526,9.6568,3,51,0.0526,16,67,1,7.6962,94.5053
793,0,80,62,1401.86,1063.13,13.1251,81,791.9506,13.1251,8,62,0.037,13,75,1,28.8979,223.8123
794,5,23,60,1255.24,989.05,41.2104,24,21.9167,41.2104,6,55,0.0417,15,70,1,7.7616,264.0913
795,4,34,68,1097.9401,896.59,25.6169,35,15.2286,25.6169,2,64,0.0571,7,71,1,14.3995,333.7913
796,1,41,73,387.41,208.44,4.9629,42,241.8333,4.9629,5,72,0.0,2,74,1,15.7913,121.1898
797,0,69,58,2380.23,2195.17,31.3596,70,9.3714,31.3596,2,58,0.0,17,75,1,21.6373,822.2874
798,0,29,68,763.26,595.8,19.86,30,12.3667,19.86,4,68,0.0333,7,75,1,10.8195,186.9353
799,0,52,70,1662.79,1050.38,19.8185,53,2107.8679,19.8185,3,70,0.1321,5,75,1,23.5702,647.248
800,0,301,66,7091.6694,5886.53,19.4918,302,10.2616,19.4918,4,66,0.0066,9,75,0,146.5544,2373.8342
801,3,15,64,1076.78,564.13,35.2581,16,31.6875,35.2581,4,61,0.0625,11,72,1,7.4815,339.4753
802,1,45,67,1664.62,1485.98,32.3039,46,13.087,32.3039,2,66,0.0435,8,74,1,17.5991,404.7695
803,0,39,71,1361.97,1114.64,27.866,40,14.125,27.866,2,71,0.0,4,75,1,12.0609,439.5234
804,0,152,63,3320.26,2329.38,15.2247,153,13.5948,15.2247,4,63,0.0523,12,75,1,50.5065,694.7057
805,0,174,73,3196.87,2272.03,12.983,175,294.24,12.983,3,73,0.0114,2,75,1,66.3944,666.5586
806,1,92,67,4350.63,3615.96,38.8813,93,681.5376,38.8813,8,66,0.086,8,74,1,38.515,1418.3876
807,0,87,71,2997.26,2186.44,24.8459,88,2330.9773,24.8459,4,71,0.0568,4,75,1,41.2145,1097.5325
808,0,153,60,1816.89,1534.11,9.9618,154,553.7143,9.9618,1,60,0.0,15,75,1,82.6146,727.24
809,2,46,63,452.6,327.99,6.9785,47,6.9787,6.9785,3,61,0.0638,12,73,1,18.4887,148.1877
810,3,26,64,407.04,374.48,13.8696,27,6.9259,13.8696,1,61,0.0,11,72,1,8.2356,98.733
811,0,20,68,366.94,273.95,13.0452,21,10.9524,13.0452,1,68,0.0,7,75,1,7.1743,109.2909
812,0,85,70,990.75,820.98,9.5463,86,6.1512,9.5463,5,70,0.1047,5,75,1,32.9733,351.5697
813,2,18,72,1128.29,989.49,52.0784,19,19.8947,52.0784,4,70,0.0,3,73,1,6.2425,320.1869
814,35,17,58,481.47,404.67,22.4817,18,290.7778,22.4817,3,23,0.0,17,40,2,6.7889,136.6802
815,1,40,60,1574.7,1153.16,28.1259,41,23.0732,28.1259,1,59,0.0732,15,74,1,18.2325,532.6073
816,2,80,71,2635.07,2253.81,27.8248,81,160.679,27.8248,7,69,0.0494,4,73,1,26.4869,845.6816
817,0,101,60,3305.37,2505.63,24.565,102,14.2843,24.565,3,60,0.049,15,75,1,38.6003,1587.6842
818,4,14,64,226.86,202.42,13.4947,15,1387.9333,13.4947,3,60,0.0,11,71,1,6.053,103.3079
819,4,3,64,97.01,80.17,20.0425,4,12.5,20.0425,3,60,0.0,11,71,1,1.1246,28.7685
820,2,147,65,3186.81,2636.33,17.813,148,41.8041,17.813,8,63,0.0811,10,73,1,61.7419,2380.3893
821,7,12,59,338.04,328.14,25.2415,13,1282.1538,25.2415,3,52,0.0,16,68,1,5.5851,160.3864
822,3,34,66,711.56,534.45,15.27,35,305.2857,15.27,7,63,0.0,9,72,1,10.6645,183.8219
823,0,85,61,1950.55,1721.06,20.0123,86,1077.1744,20.0123,5,61,0.0,14,75,1,32.905,785.2299
824,1,24,61,430.0,297.16,11.8864,25,9.08,11.8864,3,60,0.04,14,74,1,13.6376,125.9626
825,1,190,64,8916.09,7494.8,39.2398,191,3194.0314,39.2398,10,63,0.1309,11,74,0,61.1801,2148.527
826,15,13,71,95.97,85.38,6.0986,14,284.2857,6.0986,2,56,0.0,4,60,1,3.1175,16.7526
827,8,15,74,251.6,188.93,11.8081,16,7.5625,11.8081,6,66,0.25,1,67,1,3.6317,50.4207
